subid,gender,age,language,trial.num,context.condition,item,trial.type,response,coding
p215,M,35,English,12,3,balloons,item,two green balloons,noun
p215,M,35,English,13,0,umbrellas,nothing,an orange shirt,color
p215,M,35,English,14,2,bananas,nothing,an orange shirt,color
p215,M,35,English,15,3,daisies,nothing,a peach shirt,color
p215,M,35,English,16,2,presents,item,two presents,noun
p215,M,35,English,17,0,keys,nothing,a dark orange colored shirt,color
p215,M,35,English,18,0,bows,item,has two pink bows in her hair,noun
p215,M,35,English,19,1,kites,nothing,a yellow cap,color
p215,M,35,English,20,1,flowers,item,two red flowers and a basket,noun
p215,M,35,English,21,1,fish,nothing,a skirt,clothing
p215,M,35,English,22,1,pencils,item,two sharpened pencils,noun
p215,M,35,English,23,0,forks,item,two forks,noun
p215,M,35,English,24,2,mittens,nothing,a purple dress,color
p215,M,35,English,25,1,cats,item,two cats,noun
p215,M,35,English,26,2,carrots,item,two carrots and a basket,noun
p215,M,35,English,27,0,buckets,nothing,a pink dress,color
p215,M,35,English,28,2,plants,nothing,orange hair,color
p215,M,35,English,29,3,cookies,nothing,an empty platter,empty
p215,M,35,English,30,1,crayons,nothing,a red shirt,color
p215,M,35,English,31,2,lollipops,item,two large taffies,noun
p215,M,35,English,32,3,cars,item,two red cars,noun
p216,M,45,English,1,2,guitars,item,a green shirt,color
p216,M,45,English,2,0,mittens,nothing,a purple dress,color
p216,M,45,English,3,0,crayons,nothing,a red shirt,color
p216,M,45,English,4,0,keys,item,two keys,noun
p216,M,45,English,5,2,balloons,item,two green balloons,noun
p216,M,45,English,6,2,pencils,nothing,blonde hair,color
p216,M,45,English,7,0,cookies,nothing,a yellow shirt,color
p216,M,45,English,8,0,bows,item,two pink ribbons,noun
p216,M,45,English,9,2,lollipops,item,a blue shirt,color
p216,M,45,English,10,1,ice cream cones,item,two ice-cream cones,noun
p216,M,45,English,11,1,bananas,nothing,a red shirt,color
p216,M,45,English,12,3,buckets,nothing,brown hair,color
p216,M,45,English,13,3,fish,item,two fish,noun
p216,M,45,English,14,2,daisies,item,two flowers,noun
p216,M,45,English,15,0,umbrellas,item,two umbrellas,noun
p216,M,45,English,16,3,forks,item,a blue shirt,color
p216,M,45,English,17,2,purses,nothing,blonde hair,color
p216,M,45,English,18,1,plants,nothing,orange hair,color
p216,M,45,English,19,0,flowers,nothing,an orange head-band,color
p216,M,45,English,20,3,cakes,nothing,a purple shirt,color
p216,M,45,English,21,1,presents,item,two presents,noun
p216,M,45,English,22,1,dogs,nothing,a green shirt,color
p216,M,45,English,23,1,scissors,item,two scissors ,noun
p216,M,45,English,24,3,cars,nothing,a green shirt,color
p216,M,45,English,25,2,carrots,nothing,a brown basket,othernoun
p216,M,45,English,26,3,phones,item,two phones,noun
p216,M,45,English,27,0,kites,item,two kites,noun
p216,M,45,English,28,1,apples,item,two apples,noun
p216,M,45,English,29,3,shovels,item,two shovels,noun
p216,M,45,English,30,1,cats,nothing,a green dress,color
p216,M,45,English,31,2,donuts,nothing,a purple shirt,color
p216,M,45,English,32,3,rainboots,nothing,a green dress,color
p217,F,25,english,1,0,umbrellas,item,two umbrellas,noun
p217,F,25,english,2,3,forks,nothing,a blue shirt,color
p217,F,25,english,3,2,mittens,nothing,a purple dress,color
p217,F,25,english,4,1,daisies,nothing,an orange shirt,color
p217,F,25,english,5,3,bows,item,a yellow dress,color
p217,F,25,english,6,2,kites,item,two kites and a green shirt,noun
p217,F,25,english,7,2,pencils,item,two pencils,noun
p217,F,25,english,8,0,flowers,item,two flowers,noun
p217,F,25,english,9,3,cats,nothing,a green dress,color
p217,F,25,english,10,1,ice cream cones,nothing,an orange shirt,color
p217,F,25,english,11,2,buckets,item,a pink dress,color
p217,F,25,english,12,2,shovels,item,has two shovels,noun
p217,F,25,english,13,2,cakes,nothing,a purple shirt,color
p217,F,25,english,14,3,lollipops,item,two suckers,noun
p217,F,25,english,15,1,fish,nothing,a blue shirt,color
p217,F,25,english,16,3,carrots,item,two carrots,noun
p217,F,25,english,17,1,scissors,item,two pairs of scissors,noun
p217,F,25,english,18,1,crayons,nothing,has a red shirt,color
p217,F,25,english,19,3,dogs,nothing,has a green shirt,color
p217,F,25,english,20,0,apples,nothing,a blue shirt,color
p217,F,25,english,21,0,phones,item,has two cell phones,noun
p217,F,25,english,22,1,rainboots,item,has boots,noun
p217,F,25,english,23,1,purses,item,has two purses,noun
p217,F,25,english,24,3,bananas,nothing,has a red shirt,color
p217,F,25,english,25,0,guitars,nothing,black hair,color
p217,F,25,english,26,0,cookies,item,two cookies,noun
p217,F,25,english,27,3,balloons,item,black hair,color
p217,F,25,english,28,1,donuts,item,two donuts,noun
p217,F,25,english,29,2,plants,nothing,a blue shirt,color
p217,F,25,english,30,0,keys,nothing,a red shirt,color
p217,F,25,english,31,2,presents,nothing,a yellow shirt,color
p217,F,25,english,32,0,cars,nothing,a green shirt,color
p218,M,35,english,1,2,cats,item,2 cats,noun
p218,M,35,english,2,3,donuts,nothing,no donuts,no
p218,M,35,english,3,3,crayons,item,crayons,noun
p218,M,35,english,4,0,presents,nothing,a yellow shirt on,color
p218,M,35,english,5,0,guitars,nothing,shorts on,clothing
p218,M,35,english,6,3,bows,item,a yellow dress,color
p218,M,35,english,7,1,shovels,nothing,no shovel,no
p218,M,35,english,8,1,purses,item,a smile on her face,body
p218,M,35,english,9,0,kites,item,2 kites,noun
p218,M,35,english,10,2,scissors,item,scissors ,noun
p218,M,35,english,11,1,daisies,nothing,an orange shirt on,color
p218,M,35,english,12,2,ice cream cones,item,an ice cream cone,noun
p218,M,35,english,13,3,mittens,nothing,a dress on,clothing
p218,M,35,english,14,3,apples,nothing,a blue shirt,color
p218,M,35,english,15,0,dogs,item,2 dogs,noun
p218,M,35,english,16,2,balloons,nothing,a green shirt,color
p218,M,35,english,17,1,rainboots,item,boots,noun
p218,M,35,english,18,0,forks,item,forks,noun
p218,M,35,english,19,2,cookies,nothing,no cookies,no
p218,M,35,english,20,3,plants,item,a plant,noun
p218,M,35,english,21,0,carrots,nothing,a garden hoe,othernoun
p218,M,35,english,22,0,keys,nothing,an eager look about him,other
p218,M,35,english,23,1,umbrellas,item,2 umbrellas,noun
p218,M,35,english,24,1,lollipops,nothing,nothing to live for,nothing
p218,M,35,english,25,2,cakes,item,cakes and not much else,not
p218,M,35,english,26,3,flowers,nothing,no flowers,no
p218,M,35,english,27,1,phones,item,phones,noun
p218,M,35,english,28,2,fish,nothing,blue shirt,color
p218,M,35,english,29,2,cars,nothing,nothing to do,nothing
p218,M,35,english,30,3,bananas,item,2 bananas,noun
p218,M,35,english,31,1,pencils,nothing,attention issues,other
p218,M,35,english,32,0,buckets,item,2 pails,noun
p219,F,35,English,1,3,keys,item,a keyring,noun
p219,F,35,English,2,0,scissors,item,two scissors,noun
p219,F,35,English,3,2,presents,nothing,nothing,nothing
p219,F,35,English,4,1,phones,item,two phones,noun
p219,F,35,English,5,2,lollipops,nothing,"nothing, nothing at all",nothing
p219,F,35,English,6,0,purses,nothing,a purple top,color
p219,F,35,English,7,3,shovels,nothing,a yellow top,color
p219,F,35,English,8,1,carrots,nothing,a red top and hairband,color
p219,F,35,English,9,2,buckets,item,two pails and a pink dress,noun
p219,F,35,English,10,2,fish,nothing,a blue top,color
p219,F,35,English,11,3,cats,nothing,no cats,no
p219,F,35,English,12,1,pencils,item,quiet dignity,other
p219,F,35,English,13,2,ice cream cones,nothing,a friendly demenour,other
p219,F,35,English,14,0,bananas,nothing,a red shirt,color
p219,F,35,English,15,3,dogs,item,a green shirt,color
p219,F,35,English,16,3,balloons,nothing,a green top,color
p219,F,35,English,17,1,cakes,item,two cakes and a purple shirt,noun
p219,F,35,English,18,1,guitars,nothing,stupid hair,body
p219,F,35,English,19,0,forks,nothing,a blue top,color
p219,F,35,English,20,1,daisies,nothing,a orangish yellow top,color
p219,F,35,English,21,0,bows,item,two hair ribbons,noun
p219,F,35,English,22,3,umbrellas,item,a red top,color
p219,F,35,English,23,2,kites,item,two kites,noun
p219,F,35,English,24,0,flowers,nothing,an roge top,color
p219,F,35,English,25,1,crayons,nothing,a red top,color
p219,F,35,English,26,3,cookies,item,black skin,body
p219,F,35,English,27,2,cars,item,black skin,body
p219,F,35,English,28,1,plants,item,Irish features,other
p219,F,35,English,29,0,donuts,item,slave ancestry,other
p219,F,35,English,30,2,apples,item,two apples and a blue top,noun
p219,F,35,English,31,0,rainboots,item,boots or socks,noun
p219,F,35,English,32,3,mittens,nothing,a purple dress,color
p22,F,35,English ,1,0,cookies,nothing,a tray,othernoun
p22,F,35,English ,2,3,keys,nothing,brown hair,color
p22,F,35,English ,3,1,guitars,item,2 guitars,noun
p22,F,35,English ,4,0,buckets,item,2 buckets,noun
p22,F,35,English ,5,0,plants,item,2 pots,noun
p22,F,35,English ,6,1,daisies,nothing,an orange shirt,color
p22,F,35,English ,7,3,donuts,item,2 donuts,noun
p22,F,35,English ,8,1,umbrellas,nothing,a red shirt,color
p22,F,35,English ,9,3,carrots,nothing,a basket,othernoun
p22,F,35,English ,10,2,mittens,item,a purple dress,color
p22,F,35,English ,11,0,rainboots,item,rainboots,noun
p22,F,35,English ,12,1,cakes,item,2 cakes,noun
p22,F,35,English ,13,1,phones,nothing,a pink shirt,color
p22,F,35,English ,14,2,kites,nothing,blonde hair,color
p22,F,35,English ,15,2,apples,item,2 apples,noun
p22,F,35,English ,16,1,cars,item,2 cars,noun
p22,F,35,English ,17,3,bananas,item,2 bananas,noun
p22,F,35,English ,18,2,forks,nothing,a blue shirt,color
p22,F,35,English ,19,3,scissors,item,brown hair,color
p22,F,35,English ,20,0,crayons,item,2 crayons,noun
p22,F,35,English ,21,2,bows,item,a yellow dress,color
p22,F,35,English ,22,1,fish,nothing,a blue shirt,color
p22,F,35,English ,23,2,presents,nothing,a yellow shirt,color
p22,F,35,English ,24,3,purses,nothing,a purple shirt,color
p22,F,35,English ,25,0,dogs,nothing,a green shirt,color
p22,F,35,English ,26,3,cats,item,a blue dress,color
p22,F,35,English ,27,0,lollipops,nothing,a blue shirt,color
p22,F,35,English ,28,1,shovels,item,2 shoels,noun
p22,F,35,English ,29,0,pencils,nothing,blonde hair,color
p22,F,35,English ,30,3,ice cream cones,nothing,an orange shirt,color
p22,F,35,English ,31,2,flowers,nothing,a basket,othernoun
p22,F,35,English ,32,2,balloons,item,2 balloons,noun
p220,M,35,English,1,3,kites,nothing,no kite,no
p220,M,35,English,2,3,fish,item,a blue shirt,color
p220,M,35,English,3,2,cats,nothing,no cats,no
p220,M,35,English,4,1,bows,item,a yellow dress,color
p220,M,35,English,5,0,mittens,item,gloves on,noun
p220,M,35,English,6,3,balloons,item,black hair,color
p220,M,35,English,7,3,rainboots,nothing,no rain boots on,no
p220,M,35,English,8,0,scissors,item,two pairs of scissors ,noun
p220,M,35,English,9,0,ice cream cones,nothing,an orange shirt on,color
p220,M,35,English,10,1,presents,item,brunette hair,color
p220,M,35,English,11,3,dogs,nothing,no dogs,no
p220,M,35,English,12,2,keys,nothing,no keys,no
p220,M,35,English,13,2,donuts,nothing,has no doughnuts,no
p220,M,35,English,14,1,flowers,nothing,no tomatoes ,no
p220,M,35,English,15,0,purses,nothing,a purple shirt on,color
p220,M,35,English,16,2,pencils,item,has two pencils,noun
p220,M,35,English,17,2,cookies,item,two cookies,noun
p220,M,35,English,18,2,bananas,item,two bananas ,noun
p220,M,35,English,19,2,plants,nothing,no plants,no
p220,M,35,English,20,3,umbrellas,nothing,no umbrellas ,no
p220,M,35,English,21,1,carrots,nothing,no carrots ,no
p220,M,35,English,22,0,cakes,item,two birthday cakes,noun
p220,M,35,English,23,3,lollipops,item,a blue shirt on,color
p220,M,35,English,24,0,buckets,nothing,a pink shirt on,color
p220,M,35,English,25,1,phones,item,two cellphones,noun
p220,M,35,English,26,3,cars,item,a green shirt on,color
p220,M,35,English,27,0,guitars,item,two guitars,noun
p220,M,35,English,28,1,crayons,nothing,no crayons,no
p220,M,35,English,29,1,shovels,nothing,no shovels,no
p220,M,35,English,30,2,daisies,item,two flowers in his hand,noun
p220,M,35,English,31,0,forks,nothing,a blue shirt on,color
p220,M,35,English,32,1,apples,item,two apples in hand,noun
p221,M,25,english,1,3,dogs,item,a green shirt,color
p221,M,25,english,2,3,shovels,nothing,a yellow shirt,color
p221,M,25,english,3,2,balloons,nothing,a green shirt,color
p221,M,25,english,4,1,cars,item,a green shirt,color
p221,M,25,english,5,1,phones,item,a pink shirt and two phones,noun
p221,M,25,english,6,1,crayons,nothing,a pink shirt,color
p221,M,25,english,7,3,presents,item,a yellow shirt,color
p221,M,25,english,8,1,cakes,nothing,a grey shirt,color
p221,M,25,english,9,3,keys,nothing,a red shirt,color
p221,M,25,english,10,2,ice cream cones,item,an orange shirt,color
p221,M,25,english,11,1,carrots,nothing,a red shirt,color
p221,M,25,english,12,0,apples,item,a blue shirt,color
p221,M,25,english,13,3,guitars,item,a green shirt,color
p221,M,25,english,14,2,scissors,nothing,a green shirt,color
p221,M,25,english,15,3,plants,item,a blue shirt,color
p221,M,25,english,16,1,pencils,nothing,a red shirt,color
p221,M,25,english,17,0,lollipops,item,a blue shirt,color
p221,M,25,english,18,2,buckets,nothing,a pink dress and light hair,color
p221,M,25,english,19,1,bows,item,a yellow dress,color
p221,M,25,english,20,2,cats,item,a green dress,color
p221,M,25,english,21,0,daisies,item,an orange shirt ,color
p221,M,25,english,22,0,flowers,nothing,an orange shirt,color
p221,M,25,english,23,3,mittens,nothing,a purple dress,color
p221,M,25,english,24,0,forks,nothing,a blue shirt,color
p221,M,25,english,25,0,rainboots,item,a green dress and blue boots,noun
p221,M,25,english,26,1,cookies,item,a yellow shirt,color
p221,M,25,english,27,2,fish,nothing,a blue shirt,color
p221,M,25,english,28,2,donuts,item,a purple shirt,color
p221,M,25,english,29,0,kites,nothing,a green shirt,color
p221,M,25,english,30,2,umbrellas,item,a red shirt,color
p221,M,25,english,31,3,bananas,nothing,a red shirt,color
p221,M,25,english,32,0,purses,nothing,a purple shirt,color
p222,F,35,English,1,0,purses,item,2 baskets of flowers.,noun
p222,F,35,English,2,0,crayons,item,2 blue crayons.,noun
p222,F,35,English,3,3,cakes,nothing,no food.,no
p222,F,35,English,4,0,dogs,nothing,a green shirt.,color
p222,F,35,English,5,0,bows,nothing,a yellow dress.,color
p222,F,35,English,6,0,keys,nothing,a nice smile.,body
p222,F,35,English,7,2,rainboots,nothing,no shoes.,no
p222,F,35,English,8,0,phones,item,2 cellphones.,noun
p222,F,35,English,9,2,bananas,nothing,nice hair.,body
p222,F,35,English,10,1,cats,item,2 cats.,noun
p222,F,35,English,11,3,lollipops,nothing,awesome shoes.,clothing
p222,F,35,English,12,1,cookies,nothing,no food. ,no
p222,F,35,English,13,3,guitars,item,2 guitars.,noun
p222,F,35,English,14,0,balloons,item,2 green balloons,noun
p222,F,35,English,15,2,carrots,item,a basket with 2 carrots.,noun
p222,F,35,English,16,1,plants,item,2 flower pots with plants.,noun
p222,F,35,English,17,3,buckets,item,2 empty water buckets.,empty
p222,F,35,English,18,1,umbrellas,item,2 children's umbrellas.,noun
p222,F,35,English,19,1,shovels,item,2 shovels.,noun
p222,F,35,English,20,3,apples,item,2 apples.,noun
p222,F,35,English,21,3,pencils,nothing,golden hair.,color
p222,F,35,English,22,2,mittens,item,gardening gloves.,noun
p222,F,35,English,23,2,forks,item,2 dinner forks.,noun
p222,F,35,English,24,1,flowers,nothing,more dirt to dig.,other
p222,F,35,English,25,3,ice cream cones,item,one ice cream for me and one fo himself.,noun
p222,F,35,English,26,2,presents,nothing,to take a test.,other
p222,F,35,English,27,2,kites,item,2 kites flying in the air.,noun
p222,F,35,English,28,0,scissors,nothing,no friends.,no
p222,F,35,English,29,1,donuts,nothing,a humble heart.,other
p222,F,35,English,30,1,daisies,nothing,to get some flowers.,noun
p222,F,35,English,31,3,fish,nothing,to get tools for fishing.,noun
p222,F,35,English,32,2,cars,nothing,a curious imagination.,other
p223,M,35,English,1,3,buckets,item,a magenta dress,color
p223,M,35,English,2,1,ice cream cones,item,two ice-cream cones,noun
p223,M,35,English,3,2,cats,item,blonde hair,color
p223,M,35,English,4,2,scissors,nothing,a green shirt and a gray dress,color
p223,M,35,English,5,3,carrots,item,a pink hair band,color
p223,M,35,English,6,3,plants,item,a blue shirt and red hair,color
p223,M,35,English,7,3,guitars,item,two acoustic guitars and a green shirt,noun
p223,M,35,English,8,3,cookies,nothing,nothing on his plate,nothing
p223,M,35,English,9,0,cars,item,two red toy cars,noun
p223,M,35,English,10,2,purses,nothing,blonde hair and a light purple shirt,color
p223,M,35,English,11,1,pencils,item,blonde hair and a dark red shirt,color
p223,M,35,English,12,1,mittens,item,a purple dress and light blue mittens,noun
p223,M,35,English,13,3,bananas,nothing,blonde hair and a red shirt,color
p223,M,35,English,14,1,umbrellas,nothing,a red shirt and his arms open,color
p223,M,35,English,15,0,fish,item,a fishing pole and two green fish,noun
p223,M,35,English,16,0,daisies,item,two flowers in his left hand,noun
p223,M,35,English,17,1,dogs,nothing,a green shirt and his hands on his hips,color
p223,M,35,English,18,2,keys,item,an orange shirt and two keys on a keychain,noun
p223,M,35,English,19,2,cakes,item,a purple shirt and two birthday cakes,noun
p223,M,35,English,20,0,phones,nothing,a pink shirt and her left arm held out,color
p223,M,35,English,21,0,rainboots,nothing,a light green dress and no shoes,no
